Core	coretype	sampler	depth	mass	%2mm	water	wetden	dryden	om	carb
97-Birk(23)	ekman	square	9.5	4.73	0	55.16	1.48	0.66	5.951383068	2.005347594
97-Birk(23)	ekman	square	10.5	5.02	0	54.78	1.56	0.7	5.995850622	2.361509601
97-Birk(23)	ekman	square	11.5	4.47	0	55.53	1.41	0.63	6.271356784	2.316105511
97-Birk(23)	ekman	square	12.5	4.37	0	55.74	1.39	0.61	5.929095355	2.317522201
97-Birk(23)	ekman	square	13.5	4.74	0	55.3	1.49	0.67	5.537599655	2.623175182
97-Birk(23)	ekman	square	14.5	4.65	0	54.39	1.43	0.65	6.183326748	2.463676563
97-Birk(24)	ekman	square	0.5	2.23	0	74.16	1.21	0.31	9.090909091	2.217391304
97-Birk(24)	ekman	square	1.5	2.52	0	72.43	1.28	0.35	9.29668553	2.228163993
97-Birk(24)	ekman	square	2.5	2.62	0	71.08	1.27	0.37	9.040511727	2.226910455
97-Birk(24)	ekman	square	3.5	2.51	0	71.89	1.25	0.35	9.420434176	1.802990325
97-Birk(24)	ekman	square	4.5	2.59	0	70.93	1.25	0.36	9.191792295	1.982937514
97-Birk(24)	ekman	square	5.5	2.89	0	68.82	1.3	0.41	9.421182266	1.926127351
97-Birk(24)	ekman	square	6.5	3.19	0	66.91	1.35	0.45	8.777120316	1.794594595
97-Birk(24)	ekman	square	7.5	3.47	0	64.66	1.38	0.49	8.5851219	1.823569638
97-Birk(24)	ekman	square	8.5	3.69	0	62.19	1.37	0.52	8.052163113	2.633948672
97-Birk(24)	ekman	square	9.5	3.94	0	59.84	1.38	0.55	7.051659792	1.96534235
97-Birk(24)	ekman	square	10.5	4.29	0	57.57	1.42	0.6	6.57998424	1.940109658
97-Birk(24)	ekman	square	11.5	4.29	0	57.9	1.43	0.6	6.615626227	1.807862098
97-Birk(24)	ekman	square	12.5	4.37	0	57.16	1.43	0.61	6.243225667	1.942196532
97-Birk(24)	ekman	square	13.5	4.34	0	57.24	1.42	0.61	6.445477599	1.8296815
97-Birk(24)	ekman	square	14.5	4.35	0	57.14	1.42	0.61	6.090853534	2.255965293
97-Birk(25)	ekman	square	0.5	2.96	0	66.32	1.23	0.42	8.331597584	2.272210861
97-Birk(25)	ekman	square	1.5	3.83	0	61.63	1.4	0.54	8.119834711	2.046323364
97-Birk(25)	ekman	square	2.5	3.81	0	61.4	1.39	0.53	8.022754021	2.04734485
97-Birk(25)	ekman	square	3.5	3.79	0	60.46	1.35	0.53	7.759797231	1.986894948
97-Birk(25)	ekman	square	4.5	4.21	0	59.36	1.45	0.59	7.12244898	1.86772138
97-Birk(25)	ekman	square	5.5	4.1	0	59.27	1.41	0.57	7.103490508	2.043506922
97-Birk(25)	ekman	square	6.5	4.36	0	57.75	1.45	0.61	6.846473029	1.893095768
97-Birk(25)	ekman	square	7.5	4.49	0	56.07	1.43	0.63	6.846473029	1.893095768
97-Birk(25)	ekman	square	8.5	5.68	0	49.95	1.59	0.8	6.336088154	1.596638655
97-Birk(25)	ekman	square	9.5	6.95	0	42.05	1.68	0.97	4.29239269	1.332149201
97-Birk(25)	ekman	square	10.5	5.7	0	49.03	1.57	0.8	4.62962963	1.477416631
97-Birk(25)	ekman	square	11.5	4.39	0	57.02	1.43	0.62	6.432989691	2.049360952
98-Birk(A)	ekman	square	0.5	3.63	0	58.75	1.23	0.51	8.874144723	1.001137656
98-Birk(A)	ekman	square	1.5	3.8	0	58.15	1.27	0.53	8.922295978	0.836012862
98-Birk(A)	ekman	square	2.5	4.14	0	55.67	1.31	0.58	8.931419458	1.335376532
98-Birk(A)	ekman	square	3.5	4.11	0	54.08	1.26	0.58	7.787971458	1.503426929
98-Birk(A)	ekman	square	4.5	4.13	0	55.01	1.29	0.58	7.610949813	1.548821549
98-Birk(A)	ekman	square	5.5	4.44	0	52.51	1.31	0.62	7.579462103	1.499118166
98-Birk(A)	ekman	square	6.5	4.75	0	51.38	1.37	0.67	6.912259853	1.553191489
98-Birk(A)	ekman	square	7.5	4.97	0	50.25	1.4	0.7	6.569054214	1.609487505
98-Birk(A)	ekman	square	8.5	5.4	0	52.51	1.59	0.76	6.146477749	1.658515841
98-Birk(A)	ekman	square	9.5	5.58	0	51.1	1.6	0.78	6.277577216	1.604964691
98-Birk(A)	ekman	square	10.5	5.66	0	50.04	1.59	0.79	6.036745407	1.611516975
98-Birk(A)	ekman	square	11.5	5.79	0	50.26	1.63	0.81	6.75787728	1.20053357
98-Birk(A)	ekman	square	12.5	5.63	0	50.83	1.61	0.79	7.504690432	1.171963038
98-Birk(A)	ekman	square	13.5	5.57	0	50.4	1.58	0.78	8.002382844	1.100798619
98-Birk(A)	ekman	square	14.5	5.98	0	48.23	1.62	0.84	7.475688817	1.072914386
98-Birk(A)	ekman	square	15.5	6.04	0	47.89	1.63	0.85	6.754333533	1.132478632
98-Birk(B)	ekman	square	0.5	2.94	0	68.34	1.3	0.41	8.729472774	2.320075758
98-Birk(B)	ekman	square	1.5	3.02	0	67.23	1.29	0.42	9.082069234	2.139037433
98-Birk(B)	ekman	square	2.5	3.09	0	66.71	1.3	0.43	8.372442275	2.17168613
98-Birk(B)	ekman	square	3.5	3.32	0	64.99	1.33	0.46	8.028139872	2.137232846
98-Birk(B)	ekman	square	4.5	3.28	0	65.45	1.33	0.46	8.373658742	1.859931114
98-Birk(B)	ekman	square	5.5	3.26	0	64.9	1.3	0.46	8.00892133	2.049812652
98-Birk(B)	ekman	square	6.5	3.8	0	62.41	1.42	0.53	7.719890318	1.897142857
98-Birk(B)	ekman	square	7.5	3.84	0	61.14	1.38	0.54	7.770338811	1.847778267
98-Birk(B)	ekman	square	8.5	3.84	0	61.21	1.39	0.54	8.506655574	1.273016595
98-Birk(B)	ekman	square	9.5	4.2	0	58.03	1.4	0.59	7.016823964	2.007943513
98-Birk(B)	ekman	square	10.5	5.02	0	51.89	1.46	0.7	6.154481619	1.738556338
98-Birk(B)	ekman	square	11.5	4.83	0	54	1.47	0.68	6.25	1.627118644
98-Birk(B)	ekman	square	12.5	4.58	0	57.98	1.53	0.64	6.58436214	2.026431718
98-Birk(B)	ekman	square	13.5	4.99	0	52.58	1.48	0.7	6.000409584	1.982570806
98-Birk(B)	ekman	square	14.5	5.04	0	52.83	1.5	0.71	5.932697919	1.923076923
98-Birk(C)	ekman	square	0.5	3.48	0	64.59	1.38	0.49	10.68627451	1.734357849
98-Birk(C)	ekman	square	1.5	3.53	0	64.17	1.38	0.49	10.81973983	1.690206066
98-Birk(C)	ekman	square	2.5	3.46	0	64.94	1.39	0.49	10.66460587	1.751730104
98-Birk(C)	ekman	square	3.5	3.42	0	65.01	1.37	0.48	10.68042975	1.650943396
98-Birk(C)	ekman	square	4.5	3.41	0	64.08	1.33	0.48	10.35679846	1.764199656
98-Birk(C)	ekman	square	5.5	3.64	0	62.97	1.38	0.51	10.16227181	1.422442989
98-Birk(C)	ekman	square	6.5	3.87	0	61.32	1.4	0.54	9.389207353	1.810645724
98-Birk(C)	ekman	square	7.5	4.13	0	58.83	1.41	0.58	8.609794629	2.052722558
98-Birk(C)	ekman	square	8.5	4.22	0	58.54	1.43	0.59	8.697478992	1.564657156
98-Birk(C)	ekman	square	9.5	4.3	0	56.93	1.4	0.6	7.238214435	2.158758714
98-Birk(C)	ekman	square	10.5	4.68	0	56.25	1.5	0.66	7.010441082	2.268560953
98-Birk(C)	ekman	square	11.5	4.46	0	56.51	1.44	0.63	6.717703349	2.564628642
98-Birk(C)	ekman	square	12.5	4.58	0	55.53	1.44	0.64	7.132116004	2.128151746
98-Birk(D)	ekman	square	0.5	3.41	0	64.41	1.34	0.48	NA	NA
98-Birk(D)	ekman	square	1.5	3.35	0	64.4	1.32	0.47	NA	NA
98-Birk(D)	ekman	square	2.5	3.31	0	65.3	1.34	0.46	NA	NA
98-Birk(D)	ekman	square	3.5	3.22	0	65.3	1.3	0.45	NA	NA
98-Birk(D)	ekman	square	4.5	3.58	0	63.39	1.37	0.5	NA	NA
98-Birk(D)	ekman	square	5.5	3.63	0	62.65	1.36	0.51	NA	NA
98-Birk(D)	ekman	square	6.5	3.85	0	61.62	1.41	0.54	NA	NA
98-Birk(D)	ekman	square	7.5	3.84	0	61.09	1.38	0.54	NA	NA
98-Birk(D)	ekman	square	8.5	3.8	0	61.03	1.37	0.53	NA	NA
98-Birk(D)	ekman	square	9.5	4.24	0	57.47	1.4	0.59	NA	NA
98-Birk(D)	ekman	square	10.5	4.46	0	56.45	1.44	0.63	NA	NA
98-Birk(D)	ekman	square	11.5	4.45	0	56.5	1.43	0.62	NA	NA
98-Birk(D)	ekman	square	12.5	4.55	0	56.46	1.47	0.64	NA	NA
98-Birk(D)	ekman	square	13.5	4.41	0	56.08	1.41	0.62	NA	NA
98-Birk(E)	ekman	square	0.5	3.18	0	67.79	1.39	0.45	12.55614537	1.634368433
98-Birk(E)	ekman	square	1.5	3.88	0	61.67	1.42	0.54	9.148073022	1.76378656
98-Birk(E)	ekman	square	2.5	3.49	0	64.46	1.38	0.49	10.81028056	1.275846898
98-Birk(E)	ekman	square	3.5	3.28	0	65.47	1.33	0.46	11.03013591	1.549701129
98-Birk(E)	ekman	square	4.5	3.53	0	64.28	1.39	0.49	11.07288755	1.281431335
98-Birk(E)	ekman	square	5.5	3.72	0	62.72	1.4	0.52	10.58943089	1.022959764
98-Birk(E)	ekman	square	6.5	3.75	0	62.6	1.41	0.53	10.78633182	0.853714813
98-Birk(E)	ekman	square	7.5	3.69	0	62.24	1.37	0.52	10.48421963	0.941801497
98-Birk(E)	ekman	square	8.5	3.87	0	61.58	1.41	0.54	10.42178542	1.485714286
98-Birk(E)	ekman	square	9.5	3.79	0	61.79	1.39	0.53	9.987489575	1.389854065
98-Birk(E)	ekman	square	10.5	4.14	0	60.85	1.48	0.58	9.613106988	1.310329766
98-Birk(E)	ekman	square	11.5	4.51	0	57.38	1.48	0.63	7.616303005	2.384135472
98-Birk(V)	gravity	square	0.5	3.84	0	62.82	1.45	0.54	7.62	3.51
98-Birk(V)	gravity	square	1.5	4.61	0	57.12	1.51	0.65	6.26	2.3
98-Birk(V)	gravity	square	2.5	4.59	0	55.96	1.46	0.64	6.78	1.97
98-Birk(V)	gravity	square	3.5	4.72	0	54.47	1.45	0.66	6.26	1.95
98-Birk(V)	gravity	square	4.5	4.53	0	55.69	1.43	0.64	5.79	2.32
98-Birk(V)	gravity	square	5.5	4.27	0	57.32	1.4	0.6	5.59	2.7
98-Birk(V)	gravity	square	6.5	4.14	0	58.31	1.39	0.58	6	2.64
98-Birk(V)	gravity	square	7.5	4.07	0	58.97	1.39	0.57	7.02	1.91
98-Birk(V)	gravity	square	8.5	4.13	0	58.15	1.38	0.58	6.62	1.81
98-Birk(V)	gravity	square	9.5	4.38	0	56.79	1.42	0.61	6.48	1.83
98-Birk(V)	gravity	square	10.5	4.16	0	57.73	1.38	0.58	7	1.7
98-Birk(V)	gravity	square	11.5	4.74	0	54.56	1.46	0.67	6.26	1.84
98-Birk(V)	gravity	square	12.5	4.92	0	53.87	1.5	0.69	6.19	2.5
98-Birk(V)	gravity	square	13.5	4.88	0	53.77	1.48	0.68	6.29	2.24
98-Birk(V)	gravity	square	14.5	4.66	0	54.13	1.42	0.65	6.72	2.15
98-Birk(V)	gravity	square	15.5	4.72	0	54.26	1.45	0.66	6.62	2.25
98-Birk(V)	gravity	square	16.5	4.49	0	55.69	1.42	0.63	6.36	2.28
98-Birk(V)	gravity	square	17.5	4.49	0	56.12	1.43	0.63	6.41	2.31
98-Birk(V)	gravity	square	18.5	4.28	0	56.44	1.38	0.6	6.6	2.29
98-Birk(V)	gravity	square	19.5	4.01	0	59.03	1.37	0.56	6.96	2.13
98-Birk(V)	gravity	square	20.5	3.93	0	60.2	1.39	0.55	6.92	2.46
98-Birk(V)	gravity	square	21.5	4	0	59.42	1.38	0.56	7.77	1.58
98-Birk(V)	gravity	square	22.5	4.09	0	57.67	1.36	0.57	7.81	1.81
98-Birk(V)	gravity	square	23.5	4.31	0	57.74	1.43	0.6	7.66	2.19
98-Birk(V)	gravity	square	24.5	4.19	0	58.53	1.42	0.59	7.85	2.29
98-Birk(V)	gravity	square	25.5	3.98	0	59.46	1.38	0.56	8.23	1.92
98-Birk(V)	gravity	square	26.5	4.2	0	57.96	1.4	0.59	7.69	2.22
98-Birk(V)	gravity	square	27.5	4.43	0	56.27	1.42	0.62	7.26	2.36
98-Birk(V)	gravity	square	28.5	5	0	52.78	1.48	0.7	7.39	2.12
98-Birk(V)	gravity	square	29.5	4.85	0	52.96	1.44	0.68	7.32	1.73
98-Birk(V)	gravity	square	30.5	7.51	0	40.74	1.78	1.05	5.52	2.75
98-Birk(V)	gravity	square	31.5	7.12	0	40.41	1.68	1	6.23	3.33
98-Birk(V)	gravity	square	32.5	4.35	0	58	1.45	0.61	8.15	0.96
98-Birk(V)	gravity	square	33.5	4.15	0	58.33	1.4	0.58	6.57	1.83
98-Birk(V)	gravity	square	34.5	3.96	0	59.6	1.37	0.55	6.23	1.81
98-Birk(V)	gravity	square	35.5	3.93	0	59.83	1.37	0.55	6.39	1.89
98-Birk(V)	gravity	square	36.5	3.8	0	60.93	1.36	0.53	6.98	1.24
98-Birk(V)	gravity	square	37.5	4.23	0	57.49	1.4	0.59	7.51	0.37
98-Birk(V)	gravity	square	38.5	4.48	0	55.24	1.41	0.63	5.97	0.83
98-Birk(V)	gravity	square	39.5	4.47	0	56.59	1.44	0.63	7	0.31
98-Birk(V)	gravity	square	40.5	4.87	0	53.07	1.46	0.68	6.59	0.12
98-Birk(V)	gravity	square	41.5	5.69	0	49.73	1.59	0.8	6.63	0.51
98-Birk(V)	gravity	square	42.5	5.63	0	48.69	1.54	0.79	6.07	1.53
98-Birk(V)	gravity	square	43.5	4.7	0	54.46	1.45	0.66	6.17	1.06
98-Birk(V)	gravity	square	44.5	4.74	0	53.7	1.44	0.66	5.42	1.22
98-Birk(V)	gravity	square	45.5	4.83	0	53.75	1.46	0.68	5.43	1.17
98-Birk(V)	gravity	square	46.5	5.14	0	51.45	1.48	0.72	5.25	1.01
98-Birk(V)	gravity	square	47.5	5.55	0	48.93	1.52	0.78	4.88	0.79
98-Birk(V)	gravity	square	48.5	5.66	0	48.54	1.54	0.79	5.68	0.43
98-Birk(V)	gravity	square	49.5	5.6	0	49.22	1.55	0.78	7.43	0.34
98-Birk(V)	gravity	square	50.5	6.66	0	38.02	1.51	0.93	6.2	1.44
98-Birk(V)	gravity	square	51.5	7.65	0	37.15	1.71	1.07	4.26	1.31
98-Birk(V)	gravity	square	52.5	7.41	0	38.16	1.68	1.04	5.06	1.28
98-Birk(V)	gravity	square	53.5	7.45	0	38.9	1.71	1.05	6.26	0.36
98-Birk(V)	gravity	square	54.5	8.72	0	30.38	1.76	1.22	3.19	0.57
98-Birk(V)	gravity	square	55.5	6.88	0	41.77	1.66	0.97	6.69	1.59
98-Birk(V)	gravity	square	56.5	7.8	0	37.71	1.76	1.09	5.25	2.48
98-Birk(V)	gravity	square	57.5	6.17	0	44.01	1.55	0.87	6.03	2.65
98-Birk(V)	gravity	square	58.5	4.37	0	56.9	1.42	0.61	6.8	2.04
98-Birk(V)	gravity	square	59.5	3.54	0	61.71	1.3	0.5	6.85	2.01
98-Birk(V)	gravity	square	60.5	3.92	0	58.52	1.33	0.55	7.6	1.96
98-Birk(V)	gravity	square	61.5	4.41	0	56.08	1.41	0.62	7.79	1.94
98-Birk(V)	gravity	square	62.5	5.1	0	51.94	1.49	0.72	7.3	2.89
98-Birk(V)	gravity	square	63.5	3.98	0	59.67	1.39	0.56	7.09	1.6
98-Birk(V)	gravity	square	64.5	4.13	0	58.66	1.4	0.58	7.21	1.51
98-Birk(V)	gravity	square	65.5	4.09	0	58.27	1.37	0.57	7	1.4
98-Birk(V)	gravity	square	66.5	4.46	0	55.84	1.42	0.63	6.7	1.53
98-Birk(V)	gravity	square	67.5	4.15	0	57.3	1.36	0.58	7.65	1.15
98-Birk(V)	gravity	square	68.5	3.94	0	58.96	1.35	0.55	7.92	1.15
98-Birk(V)	gravity	square	69.5	4.37	0	55.63	1.38	0.61	7.3	0.94
98-Birk(V)	gravity	square	70.5	4.21	0	56.1	1.35	0.59	6.99	1.2
98-Birk(V)	gravity	square	71.5	4.23	0	56.57	1.37	0.59	6.41	1.63
98-Birk(V)	gravity	square	72.5	4.69	0	52.53	1.39	0.66	6.56	1.86
98-Birk(V)	gravity	square	73.5	5.3	0	49.86	1.48	0.74	5.48	1.82
98-Birk(V)	gravity	square	74.5	5.54	0	47.98	1.49	0.78	4.95	1.66
98-Birk(V)	gravity	square	75.5	5.96	0	45.77	1.54	0.84	4.8	1.47
98-Birk(V)	gravity	square	76.5	7.47	0	38.11	1.69	1.05	4.82	1.61
98-Birk(V)	gravity	square	77.5	8.39	0	33.15	1.76	1.18	3.75	1.34
98-Birk(V)	gravity	square	78.5	8.46	0	32.59	1.76	1.19	2.86	0.53
98-Birk(V)	gravity	square	79.5	7.95	0	35.78	1.74	1.12	3.53	0.33
98-Birk(V)	gravity	square	80.5	7.34	0	36.94	1.63	1.03	4.15	0.77
98-Birk(V)	gravity	square	81.5	6.14	0	44.33	1.55	0.86	4.73	0.82
98-Birk(V)	gravity	square	82.5	4.66	0	54.36	1.43	0.65	7.13	2.7
98-Birk(V)	gravity	square	83.5	3.51	0	62.58	1.32	0.49	7.18	3.1
98-Birk(V)	gravity	square	84.5	3.5	0	63.12	1.33	0.49	7.91	1.85
98-Birk(V)	gravity	square	85.5	3.51	0	62.7	1.32	0.49	7.68	2.39
98-Birk(V)	gravity	square	86.5	3.5	0	63.08	1.33	0.49	7.74	2.35
98-Birk(V)	gravity	square	87.5	3.5	0	63.08	1.33	0.49	7.7	NA
98-Birk(V)	gravity	square	88.5	3.44	0	62.89	1.3	0.48	7.64	2.23
98-Birk(V)	gravity	square	89.5	3.58	0	62.39	1.34	0.5	7.87	2.19
98-Birk(V)	gravity	square	90.5	3.7	0	61.54	1.35	0.52	7.51	2.41
98-Birk(V)	gravity	square	91.5	3.78	0	60.87	1.35	0.53	7.76	2.09
98-Birk(V)	gravity	square	92.5	3.79	0	60.27	1.34	0.53	7.2	2.17
98-Birk(V)	gravity	square	93.5	4.12	0	58.17	1.38	0.58	7.05	2.02
98-Birk(V)	gravity	square	94.5	4.64	0	54.82	1.44	0.65	6.66	1.96
98-Birk(V)	gravity	square	95.5	4.84	0	51.55	1.4	0.68	6.25	1.9
97-Duf(10)	ekman	square	0.5	6.92	0	61.54002739	1.58	0.61	6.68	2.21
97-Duf(10)	ekman	square	1.5	7.22	0	58.60953878	1.53	0.63	5.84	2.83
97-Duf(10)	ekman	square	2.5	5.49	0	58.87027766	1.17	0.48	5.82	2.64
97-Duf(10)	ekman	square	3.5	4.21	0	66.28636434	1.1	0.37	8.64	3.15
97-Duf(10)	ekman	square	4.5	5.69	0	61.85625062	1.31	0.5	8.49	2.13
97-Duf(10)	ekman	square	5.5	7.27	0	57.34666901	1.49	0.64	6.6	2.04
97-Duf(10)	ekman	square	6.5	7.83	0	56.58168538	1.58	0.69	6.69	1.97
97-Duf(10)	ekman	square	7.5	10.34	0	52.00279546	1.89	0.91	5.66	2.06
97-Duf(10)	ekman	square	8.5	9.65	0	50.57992268	1.71	0.85	5.51	2.03
97-Duf(10)	ekman	square	9.5	7.78	0	54.35284843	1.5	0.68	5.74	2.04
97-Duf(10)	ekman	square	10.5	8.7	0	48.20121395	1.47	0.76	4.83	1.78
97-Duf(10)	ekman	square	11.5	9.52	0	46.74792471	1.57	0.83	4.38	1.88
97-Duf(10)	ekman	square	12.5	10.09	0	44.84052672	1.61	0.89	4.15	2.11
97-Duf(10)	ekman	square	13.5	10.26	0	41.04110683	1.53	0.9	3.28	1.74
97-Duf(10)	ekman	square	14.5	12.56	0	42.70678929	1.92	1.1	3.3	1.72
97-Duf(11)	ekman	square	0.5	5.52	0	48.85	1.51	0.77	7.09	1.77
97-Duf(11)	ekman	square	1.5	6.26	0	44.2	1.57	0.88	5.62	1.54
97-Duf(11)	ekman	square	2.5	7.12	0	39.07	1.64	1	4.8	1.5
97-Duf(11)	ekman	square	3.5	6.8	0	43.47	1.69	0.95	5.87	1.58
97-Duf(11)	ekman	square	4.5	5.44	0	50.32	1.54	0.76	7.14	1.75
97-Duf(11)	ekman	square	5.5	6.18	0	45.43	1.59	0.87	6.66	1.64
97-Duf(11)	ekman	square	6.5	6.21	0	44.18	1.56	0.87	6.86	1.87
97-Duf(11)	ekman	square	7.5	6.11	0	45.13	1.56	0.86	6.97	2.36
97-Duf(11)	ekman	square	8.5	5.63	0	46.35	1.47	0.79	7.51	2.14
97-Duf(11)	ekman	square	9.5	6.19	0.32	47.33	1.65	0.87	7.78	1.96
97-Duf(11)	ekman	square	10.5	6	0	45.63	1.55	0.84	7.42	1.96
97-Duf(12)	ekman	square	0.5	7	0	40.17	1.64	0.98	4.34	0.93
97-Duf(12)	ekman	square	1.5	7.28	0	38.93	1.67	1.02	4.35	0.94
97-Duf(12)	ekman	square	2.5	7.55	0	37.81	1.7	1.06	4.15	0.97
97-Duf(12)	ekman	square	3.5	7.54	0	40.35	1.77	1.06	4.97	1.03
97-Duf(12)	ekman	square	4.5	7.86	0	38.11	1.78	1.1	4.32	0.99
97-Duf(12)	ekman	square	5.5	8.28	0	36.16	1.82	1.16	4.27	1.43
97-Duf(12)	ekman	square	6.5	7.96	0	37.12	1.78	1.12	4.66	1.69
97-Duf(12)	ekman	square	7.5	8.03	0	38.8	1.84	1.13	5.42	1.63
97-Duf(12)	ekman	square	8.5	7.1	0	42.7	1.74	1	6.23	1.51
97-Duf(12)	ekman	square	9.5	6.33	0	47.64	1.7	0.89	8.38	1.64
97-Duf(13)	ekman	square	0.5	4.3	0	55.56	1.36	0.6	5.8	2.19
97-Duf(13)	ekman	square	1.5	5.61	0	48.55	1.53	0.79	6.51	1.83
97-Duf(13)	ekman	square	2.5	5.17	0	51.86	1.51	0.73	7.08	1.98
97-Duf(13)	ekman	square	3.5	5.13	0	52.33	1.51	0.72	7.15	2.01
97-Duf(13)	ekman	square	4.5	6.04	0	48.23	1.64	0.85	6.43	1.91
97-Duf(13)	ekman	square	5.5	6.8	0	44.05	1.7	0.95	5.62	1.46
97-Duf(13)	ekman	square	6.5	7.05	0	42.47	1.72	0.99	5.77	0.98
97-Duf(13)	ekman	square	7.5	5.04	0	53.51	1.52	0.71	7.53	1.82
97-Duf(13)	ekman	square	8.5	4.96	0	52.39	1.46	0.7	6.51	1.98
97-Duf(13)	ekman	square	9.5	5.34	0	50.58	1.51	0.75	6.23	1.57
97-Duf(13)	ekman	square	10.5	5.97	0	49.1	1.64	0.84	5.88	1.59
97-Duf(13)	ekman	square	11.5	6.33	0	44.83	1.61	0.89	4.78	1.45
97-Duf(13)	ekman	square	12.5	6.42	0	44.08	1.61	0.9	4.25	1.43
97-Duf(14)	ekman	square	0.5	4.26	0	56.71	1.38	0.6	6	1.98
97-Duf(14)	ekman	square	1.5	5.19	0.96	52.56	1.53	0.73	6.79	2.09
97-Duf(14)	ekman	square	2.5	4.83	0	53.82	1.47	0.68	6.86	2.08
97-Duf(14)	ekman	square	3.5	4.87	0	54.44	1.5	0.68	7.61	2.07
97-Duf(14)	ekman	square	4.5	5.28	0	51.38	1.52	0.74	7.2	2.01
97-Duf(14)	ekman	square	5.5	5.5	0	49.68	1.53	0.77	6.34	1.89
97-Duf(14)	ekman	square	6.5	4.97	0	53.68	1.5	0.7	6.67	1.98
97-Duf(14)	ekman	square	7.5	5.05	0	52.72	1.5	0.71	6.39	1.97
97-Duf(14)	ekman	square	8.5	5.32	0	50.37	1.5	0.75	5.94	2.03
97-Duf(14)	ekman	square	9.5	5.33	0	50.56	1.51	0.75	5.76	2.2
97-Duf(14)	ekman	square	10.5	6.1	0	46.16	1.59	0.86	4.58	2.17
98-Duf(A)	ekman	square	0.5	3.58	0	63.28	1.37	0.5	6.69	2.04
98-Duf(A)	ekman	square	1.5	5.08	0	52.12	1.49	0.71	5.01	2.52
98-Duf(A)	ekman	square	2.5	6.94	0	43.58	1.73	0.97	3.58	2.55
98-Duf(A)	ekman	square	3.5	4.44	0	58.19	1.49	0.62	6.14	2.73
98-Duf(A)	ekman	square	4.5	5.01	0	53.37	1.51	0.7	5.82	2.05
98-Duf(A)	ekman	square	5.5	5.05	0	52.98	1.51	0.71	5.36	1.81
98-Duf(A)	ekman	square	6.5	6.86	0	41.56	1.65	0.96	3.38	2.03
98-Duf(A)	ekman	square	7.5	5.91	0	44.97	1.5	0.83	4.36	1.8
98-Duf(A)	ekman	square	8.5	6.65	0	42.19	1.61	0.93	3.5	1.75
98-Duf(A)	ekman	square	9.5	6.4	0	45.42	1.65	0.9	4.43	1.77
98-Duf(A)	ekman	square	10.5	5.63	0	47.93	1.52	0.79	5.02	1.45
98-Duf(A)	ekman	square	11.5	7.04	0	40.3	1.65	0.99	4.02	0.93
98-Duf(A)	ekman	square	12.5	6.84	0	41.39	1.64	0.96	4.11	1.85
98-Duf?	ekman	square	0.5	4.36	0	58.04	1.46	0.61	8.29	0.65
98-Duf?	ekman	square	1.5	4.16	0	58.41	1.4	0.58	9.84	0.69
98-Duf?	ekman	square	2.5	5.7	0	48.12	1.54	0.8	5.52	0.67
98-Duf?	ekman	square	3.5	3.61	0	62.85	1.36	0.51	7.77	0.71
98-Duf?	ekman	square	4.5	5.1	0	55.24	1.6	0.72	7.49	0.33
98-Duf?	ekman	square	5.5	4.5	0	55.41	1.42	0.63	7.08	1.42
98-Duf?	ekman	square	6.5	6.21	0	44.13	1.56	0.87	4.81	1.88
98-Duf?	ekman	square	7.5	4.38	0	56.34	1.41	0.61	6.78	1.65
98-Duf?	ekman	square	8.5	6.45	0	45.19	1.65	0.9	4.84	1.8
98-Duf?	ekman	square	9.5	5.13	0	51.64	1.49	0.72	5.72	1.68
98-Duf?	ekman	square	10.5	6.75	0	42.88	1.66	0.95	4.44	1.59
98-Duf?	ekman	square	11.5	6.25	0	45.26	1.6	0.88	4.37	1.82
98-Duf?	ekman	square	12.5	7.6	0	39.14	1.75	1.07	3.46	1.54
98-Duf(F)	ekman	square	0.5	2.5	0	71.42	1.23	0.35	7.06	2.71
98-Duf(F)	ekman	square	1.5	4.56	0	55.57	1.44	0.64	6.56	2.21
98-Duf(F)	ekman	square	2.5	5.81	0	47.79	1.56	0.82	5.38	2.24
98-Duf(F)	ekman	square	3.5	5.72	0	48.34	1.55	0.8	4.89	2.5
98-Duf(F)	ekman	square	4.5	4.31	0	56.76	1.4	0.6	7.13	2.29
98-Duf(F)	ekman	square	5.5	5.09	0	52.91	1.52	0.71	7.42	2.26
98-Duf(F)	ekman	square	6.5	4.98	0	53.03	1.49	0.7	6.41	2.33
98-Duf(F)	ekman	square	7.5	5.28	0	51.12	1.52	0.74	6.12	2.07
98-Duf(F)	ekman	square	8.5	5.34	0	50.62	1.52	0.75	5.55	2.09
98-Duf(F)	ekman	square	9.5	5.41	0	50.06	1.52	0.76	5.17	2.02
98-Duf(F)	ekman	square	10.5	6.13	0	46.45	1.61	0.86	4.41	1.93
98-Duf(F)	ekman	square	11.5	7.2	0	40.29	1.69	1.01	3.56	1.93
98-Duf(F)	ekman	square	12.5	7.33	0	39.01	1.69	1.03	1.87	1.06
98-Duf(F)	ekman	square	13.5	7.45	0	39.4	1.73	1.05	3.45	2.23
98-Duf(F)	ekman	square	14.5	7.41	0	39.3	1.71	1.04	2.74	2.34
98-Duf(L)	ekman	square	0.5	5.53	0	50.83	1.58	0.78	6.29	1.38
98-Duf(L)	ekman	square	1.5	6.33	0	46.23	1.65	0.89	5.16	1.25
98-Duf(L)	ekman	square	2.5	6.75	0	43.78	1.68	0.95	4.58	1.28
